year,month,bidding_no,vehicle_class,quota,bids_success,bids_received,premium,CPI
2014,2014-04,1,Category E,199,197,283,84100,99.483
2014,2014-04,2,Category A,361,357,513,71335,99.483
2014,2014-04,2,Category B,351,349,486,75010,99.483
2014,2014-04,2,Category C,272,266,392,32890,99.483
2014,2014-04,2,Category D,365,350,492,4502,99.483
2014,2014-04,2,Category E,192,192,310,73810,99.483
2014,2014-05,1,Category A,513,512,676,60002,99.483
2014,2014-05,1,Category B,483,472,778,70002,99.483
2014,2014-05,1,Category C,389,389,715,36301,99.483
2014,2014-05,1,Category D,343,340,445,4001,99.483
2014,2014-05,1,Category E,295,295,525,65501,99.483
2014,2014-05,2,Category A,509,506,997,65689,99.483
2014,2014-05,2,Category B,484,477,716,68103,99.483
2014,2014-05,2,Category C,392,386,709,40889,99.483
2014,2014-05,2,Category D,358,316,492,4003,99.483
2014,2014-05,2,Category E,294,285,497,67290,99.483
2014,2014-06,1,Category A,507,499,1040,63190,99.483
2014,2014-06,1,Category B,494,484,807,67304,99.483
2014,2014-06,1,Category C,385,378,617,43001,99.483
2014,2014-06,1,Category D,346,346,449,4089,99.483
2014,2014-06,1,Category E,293,292,465,67334,99.483
2014,2014-06,2,Category A,509,506,1040,61899,99.483
2014,2014-06,2,Category B,490,475,716,65700,99.483
2014,2014-06,2,Category C,391,385,597,42001,99.483
2014,2014-06,2,Category D,385,381,503,3890,99.483
2014,2014-06,2,Category E,302,276,434,65301,99.483
2014,2014-07,1,Category A,513,511,1075,61990,99.483
2014,2014-07,1,Category B,493,491,812,64889,99.483
2014,2014-07,1,Category C,392,383,653,43390,99.483
2014,2014-07,1,Category D,344,343,415,4001,99.483
2014,2014-07,1,Category E,294,288,441,63001,99.483
2014,2014-07,2,Category A,509,505,1190,62890,99.483
2014,2014-07,2,Category B,498,497,850,65001,99.483
2014,2014-07,2,Category C,391,391,779,52010,99.483
2014,2014-07,2,Category D,347,341,410,4252,99.483
2014,2014-07,2,Category E,319,317,483,65002,99.483
2014,2014-08,1,Category A,574,574,1086,64600,99.483
2014,2014-08,1,Category B,507,501,1090,68689,99.483
2014,2014-08,1,Category C,267,267,519,54009,99.483
2014,2014-08,1,Category D,316,315,360,4353,99.483
2014,2014-08,1,Category E,245,243,429,69001,99.483
2014,2014-08,2,Category A,575,574,994,65710,99.483
2014,2014-08,2,Category B,506,502,1137,72990,99.483
2014,2014-08,2,Category C,257,254,427,52390,99.483
2014,2014-08,2,Category D,322,317,361,4354,99.483
2014,2014-08,2,Category E,241,224,358,72810,99.483
2014,2014-09,1,Category A,572,568,813,64841,99.483
2014,2014-09,1,Category B,511,511,909,73010,99.483
2014,2014-09,1,Category C,258,256,429,49901,99.483
2014,2014-09,1,Category D,316,316,382,4453,99.483
2014,2014-09,1,Category E,241,235,385,74403,99.483
2014,2014-09,2,Category A,573,573,792,62000,99.483
2014,2014-09,2,Category B,509,507,785,71990,99.483
2014,2014-09,2,Category C,261,252,437,49889,99.483
2014,2014-09,2,Category D,320,318,394,4504,99.483
2014,2014-09,2,Category E,256,252,395,74801,99.483
2014,2014-10,1,Category A,575,570,1097,63880,99.483
2014,2014-10,1,Category B,505,501,852,72180,99.483
2014,2014-10,1,Category C,259,257,516,57389,99.483
2014,2014-10,1,Category D,316,316,502,4800,99.483
2014,2014-10,1,Category E,245,236,390,72003,99.483
2014,2014-10,2,Category A,572,569,1092,63990,99.483
2014,2014-10,2,Category B,507,506,822,72002,99.483
2014,2014-10,2,Category C,267,266,416,61000,99.483
2014,2014-10,2,Category D,317,310,431,4412,99.483
2014,2014-10,2,Category E,242,242,335,72201,99.483
2014,2014-11,1,Category A,703,692,1196,64900,99.483
2014,2014-11,1,Category B,574,559,832,70890,99.483
2014,2014-11,1,Category C,143,143,257,63701,99.483
2014,2014-11,1,Category D,316,315,380,4290,99.483
2014,2014-11,1,Category E,272,271,403,71300,99.483
2014,2014-11,2,Category A,701,694,1144,67889,99.483
2014,2014-11,2,Category B,570,560,900,72890,99.483
2014,2014-11,2,Category C,142,134,260,65001,99.483
2014,2014-11,2,Category D,324,322,389,4189,99.483
2014,2014-11,2,Category E,263,263,382,73900,99.483
2014,2014-12,1,Category A,709,703,996,67089,99.483
2014,2014-12,1,Category B,584,582,873,74389,99.483
2014,2014-12,1,Category C,141,126,196,60001,99.483
2014,2014-12,1,Category D,318,314,392,4210,99.483
2014,2014-12,1,Category E,265,257,370,76904,99.483
2014,2014-12,2,Category A,705,699,868,65889,99.483
2014,2014-12,2,Category B,579,572,755,74000,99.483
2014,2014-12,2,Category C,149,149,268,52100,99.483
2014,2014-12,2,Category D,319,270,367,4312,99.483
2014,2014-12,2,Category E,264,264,446,73990,99.483
2015,2015-01,1,Category A,704,698,940,66010,98.963
2015,2015-01,1,Category B,571,570,833,75289,98.963
2015,2015-01,1,Category C,156,155,296,55011,98.963
2015,2015-01,1,Category D,321,319,374,4403,98.963
2015,2015-01,1,Category E,272,265,386,75200,98.963
2015,2015-01,2,Category A,705,703,1068,65001,98.963
2015,2015-01,2,Category B,576,576,915,76889,98.963
2015,2015-01,2,Category C,140,139,247,55012,98.963
2015,2015-01,2,Category D,366,360,509,4889,98.963
2015,2015-01,2,Category E,264,246,431,76790,98.963
2015,2015-02,1,Category A,992,991,1295,62002,98.963
2015,2015-02,1,Category B,724,723,959,70890,98.963
2015,2015-02,1,Category C,185,183,311,52101,98.963
2015,2015-02,1,Category D,287,283,384,5504,98.963
2015,2015-02,1,Category E,181,181,288,71921,98.963
2015,2015-02,2,Category A,988,988,1294,57199,98.963
2015,2015-02,2,Category B,722,721,1037,66751,98.963
2015,2015-02,2,Category C,185,185,333,53202,98.963
2015,2015-02,2,Category D,291,290,396,5800,98.963
2015,2015-02,2,Category E,193,193,373,67901,98.963
2015,2015-03,1,Category A,987,986,2120,61410,98.963
2015,2015-03,1,Category B,723,723,1239,68668,98.963
2015,2015-03,1,Category C,186,183,315,56501,98.963
2015,2015-03,1,Category D,289,288,343,5501,98.963
2015,2015-03,1,Category E,175,162,322,70500,98.963
2015,2015-03,2,Category A,987,987,2251,64700,98.963
2015,2015-03,2,Category B,723,717,1354,71889,98.963
2015,2015-03,2,Category C,184,175,345,59999,98.963
2015,2015-03,2,Category D,286,286,385,5610,98.963
2015,2015-03,2,Category E,174,172,290,72100,98.963
2015,2015-04,1,Category A,988,970,2340,67749,98.963
2015,2015-04,1,Category B,722,716,1661,76612,98.963
2015,2015-04,1,Category C,188,183,290,64001,98.963
2015,2015-04,1,Category D,286,278,442,6312,98.963
2015,2015-04,1,Category E,187,165,311,78000,98.963
2015,2015-04,2,Category A,987,979,2055,67601,98.963
2015,2015-04,2,Category B,728,708,1525,78001,98.963
2015,2015-04,2,Category C,194,192,284,53001,98.963
2015,2015-04,2,Category D,285,277,376,6801,98.963
2015,2015-04,2,Category E,176,163,331,79500,98.963
2015,2015-05,1,Category A,1444,1438,2891,68589,98.963
2015,2015-05,1,Category B,934,934,1631,77600,98.963
2015,2015-05,1,Category C,373,370,545,50098,98.963
2015,2015-05,1,Category D,334,321,462,6512,98.963
2015,2015-05,1,Category E,292,290,445,78004,98.963
2015,2015-05,2,Category A,1434,1431,2351,66590,98.963
2015,2015-05,2,Category B,948,948,1401,75002,98.963
2015,2015-05,2,Category C,370,365,546,52001,98.963
2015,2015-05,2,Category D,334,298,433,6501,98.963
2015,2015-05,2,Category E,283,281,364,78001,98.963
2015,2015-06,1,Category A,1432,1393,1943,66000,98.963
2015,2015-06,1,Category B,929,923,1384,75000,98.963
2015,2015-06,1,Category C,371,369,508,50900,98.963
2015,2015-06,1,Category D,339,336,430,6509,98.963
2015,2015-06,1,Category E,272,267,392,75801,98.963
2015,2015-06,2,Category A,1429,1421,1766,61000,98.963
2015,2015-06,2,Category B,928,926,1144,71509,98.963
2015,2015-06,2,Category C,373,370,481,50502,98.963
2015,2015-06,2,Category D,363,359,448,6401,98.963
2015,2015-06,2,Category E,272,269,373,74501,98.963
2015,2015-07,1,Category A,1466,1464,1891,58700,98.963
2015,2015-07,1,Category B,934,933,1225,65501,98.963
2015,2015-07,1,Category C,370,370,476,50001,98.963
2015,2015-07,1,Category D,330,328,425,6508,98.963
2015,2015-07,1,Category E,274,272,411,69001,98.963
2015,2015-07,2,Category A,1435,1365,1966,55889,98.963
2015,2015-07,2,Category B,930,929,1218,58109,98.963
2015,2015-07,2,Category C,371,371,455,50002,98.963
2015,2015-07,2,Category D,331,320,486,6312,98.963
2015,2015-07,2,Category E,272,270,441,60101,98.963
2015,2015-08,1,Category A,1688,1687,2446,56209,98.963
2015,2015-08,1,Category B,1057,1054,1634,60789,98.963
2015,2015-08,1,Category C,183,183,263,49302,98.963
2015,2015-08,1,Category D,356,356,418,6201,98.963
2015,2015-08,1,Category E,363,361,607,57885,98.963
2015,2015-08,2,Category A,1756,1756,2597,57498,98.963
2015,2015-08,2,Category B,1058,1056,1551,62140,98.963
2015,2015-08,2,Category C,182,182,282,46501,98.963
2015,2015-08,2,Category D,366,319,527,6112,98.963
2015,2015-08,2,Category E,363,356,609,61001,98.963
2015,2015-09,1,Category A,1688,1688,2553,57089,98.963
2015,2015-09,1,Category B,1059,1058,1628,62101,98.963
2015,2015-09,1,Category C,182,182,371,46801,98.963
2015,2015-09,1,Category D,355,310,473,6512,98.963
2015,2015-09,1,Category E,363,358,580,61010,98.963
2015,2015-09,2,Category A,1687,1684,2276,55399,98.963
2015,2015-09,2,Category B,1058,1041,1371,60001,98.963
2015,2015-09,2,Category C,182,172,356,45289,98.963
2015,2015-09,2,Category D,402,402,509,6158,98.963
2015,2015-09,2,Category E,368,368,542,61300,98.963
2015,2015-10,1,Category A,1687,1679,1583,56001,98.963
2015,2015-10,1,Category B,1057,1044,1373,58190,98.963
2015,2015-10,1,Category C,182,181,331,44890,98.963
2015,2015-10,1,Category D,400,398,438,6201,98.963
2015,2015-10,1,Category E,366,360,582,58801,98.963
2015,2015-10,2,Category A,1690,1684,2229,57301,98.963
2015,2015-10,2,Category B,1073,1069,1367,59889,98.963
2015,2015-10,2,Category C,192,186,340,42303,98.963
2015,2015-10,2,Category D,355,353,430,6302,98.963
2015,2015-10,2,Category E,361,356,584,60000,98.963
2015,2015-11,1,Category A,1664,1623,2009,56001,98.963
2015,2015-11,1,Category B,1037,1031,1267,57501,98.963
2015,2015-11,1,Category C,241,240,372,43809,98.963
2015,2015-11,1,Category D,329,301,402,5912,98.963
2015,2015-11,1,Category E,367,363,505,60689,98.963
2015,2015-11,2,Category A,1662,1650,2140,59200,98.963
2015,2015-11,2,Category B,1029,1026,1388,61103,98.963
2015,2015-11,2,Category C,247,244,389,45890,98.963
2015,2015-11,2,Category D,329,324,436,6502,98.963
2015,2015-11,2,Category E,365,365,519,62019,98.963
2015,2015-12,1,Category A,1698,1696,2132,56989,98.963
2015,2015-12,1,Category B,1031,1028,1324,60001,98.963
2015,2015-12,1,Category C,241,236,345,48101,98.963
2015,2015-12,1,Category D,355,354,414,6501,98.963
2015,2015-12,1,Category E,364,362,495,60003,98.963
2015,2015-12,2,Category A,1669,1667,1978,54301,98.963
2015,2015-12,2,Category B,1027,1025,1200,55001,98.963
2015,2015-12,2,Category C,244,243,311,46001,98.963
2015,2015-12,2,Category D,332,332,394,6600,98.963
2015,2015-12,2,Category E,360,360,512,57501,98.963
2016,2016-01,1,Category A,1659,1649,2013,45002,98.436
2016,2016-01,1,Category B,1027,1019,1262,54920,98.436
2016,2016-01,1,Category C,246,245,353,42036,98.436
2016,2016-01,1,Category D,328,317,409,6889,98.436
2016,2016-01,1,Category E,362,361,498,55089,98.436
2016,2016-01,2,Category A,1659,1638,3437,51301,98.436
2016,2016-01,2,Category B,1026,1026,1334,50089,98.436
2016,2016-01,2,Category C,242,239,387,46502,98.436
2016,2016-01,2,Category D,327,322,415,6512,98.436
2016,2016-01,2,Category E,360,350,713,51000,98.436
2016,2016-01,3,Category E,400,508,511,34401,98.436
2016,2016-02,1,Category A,2038,2033,2972,46651,98.436
2016,2016-02,1,Category B,1216,1216,1624,38610,98.436
2016,2016-02,1,Category C,164,164,229,45036,98.436
2016,2016-02,1,Category D,368,368,495,6503,98.436
2016,2016-02,1,Category E,446,443,824,44001,98.436
2016,2016-02,2,Category A,2049,2025,2965,43000,98.436
2016,2016-02,2,Category B,1208,1197,2898,46970,98.436
2016,2016-02,2,Category C,165,160,239,45001,98.436
2016,2016-02,2,Category D,362,361,454,6353,98.436
2016,2016-02,2,Category E,456,450,873,45009,98.436
2016,2016-03,1,Category A,2033,1957,3518,45000,98.436
2016,2016-03,1,Category B,1209,1200,2706,47604,98.436
2016,2016-03,1,Category C,162,160,259,48890,98.436
2016,2016-03,1,Category D,357,356,430,6503,98.436
2016,2016-03,1,Category E,449,312,951,48002,98.436
2016,2016-03,2,Category A,2053,2020,3836,45504,98.436
2016,2016-03,2,Category B,1220,1218,2491,46502,98.436
2016,2016-03,2,Category C,167,166,226,46502,98.436
2016,2016-03,2,Category D,357,356,429,6589,98.436
2016,2016-03,2,Category E,452,445,912,46667,98.436
2016,2016-04,1,Category A,2105,2103,3719,46009,98.436
2016,2016-04,1,Category B,1218,1218,2247,47000,98.436
2016,2016-04,1,Category C,164,161,235,44213,98.436
2016,2016-04,1,Category D,357,356,455,6503,98.436
2016,2016-04,1,Category E,583,346,1397,47510,98.436
2016,2016-04,2,Category A,2062,2061,3327,47300,98.436
2016,2016-04,2,Category B,1211,1136,2364,49602,98.436
2016,2016-04,2,Category C,163,162,241,43002,98.436
2016,2016-04,2,Category D,357,341,437,6501,98.436
2016,2016-04,2,Category E,453,433,834,49501,98.436
2016,2016-05,1,Category A,2218,2217,3446,47889,98.436
2016,2016-05,1,Category B,1462,1454,2435,51010,98.436
2016,2016-05,1,Category C,232,232,324,42302,98.436
2016,2016-05,1,Category D,399,389,519,6302,98.436
2016,2016-05,1,Category E,750,728,1380,49000,98.436
2016,2016-05,2,Category A,2217,2182,3227,47020,98.436
2016,2016-05,2,Category B,1537,1536,2322,49156,98.436
2016,2016-05,2,Category C,229,229,355,43002,98.436
2016,2016-05,2,Category D,414,389,500,6303,98.436
2016,2016-05,2,Category E,534,510,815,49700,98.436
2016,2016-06,1,Category A,2218,2213,4545,53694,98.436
2016,2016-06,1,Category B,1470,1463,3436,56000,98.436
2016,2016-06,1,Category C,228,219,347,46434,98.436
2016,2016-06,1,Category D,407,395,529,6302,98.436
2016,2016-06,1,Category E,536,533,860,55100,98.436
2016,2016-06,2,Category A,2252,2197,3957,55200,98.436
2016,2016-06,2,Category B,1463,1462,2914,57010,98.436
2016,2016-06,2,Category C,228,226,342,48002,98.436
2016,2016-06,2,Category D,422,389,495,6303,98.436
2016,2016-06,2,Category E,538,531,1009,57390,98.436
2016,2016-07,1,Category A,2222,2212,3194,52301,98.436
2016,2016-07,1,Category B,1469,1469,2547,56089,98.436
2016,2016-07,1,Category C,237,235,310,47889,98.436
2016,2016-07,1,Category D,409,365,525,6012,98.436
2016,2016-07,1,Category E,517,517,750,56002,98.436
2016,2016-07,2,Category A,2272,2246,3195,53000,98.436
2016,2016-07,2,Category B,1463,1463,2439,57508,98.436
2016,2016-07,2,Category C,230,225,344,49890,98.436
2016,2016-07,2,Category D,430,424,586,6302,98.436
2016,2016-07,2,Category E,521,500,821,57501,98.436
2016,2016-08,1,Category A,2018,1959,2712,52503,98.436
2016,2016-08,1,Category B,1336,1300,2156,57903,98.436
2016,2016-08,1,Category C,177,177,245,48302,98.436
2016,2016-08,1,Category D,403,400,558,6206,98.436
2016,2016-08,1,Category E,429,400,610,58201,98.436
2016,2016-08,2,Category A,2034,2034,2803,53334,98.436
2016,2016-08,2,Category B,1336,1334,2088,56500,98.436
2016,2016-08,2,Category C,180,178,236,48001,98.436
2016,2016-08,2,Category D,365,321,541,6352,98.436
2016,2016-08,2,Category E,450,450,618,56956,98.436
2016,2016-09,1,Category A,2067,2011,2739,51506,98.436
2016,2016-09,1,Category B,1372,1358,2183,57002,98.436
2016,2016-09,1,Category C,175,175,260,49801,98.436
2016,2016-09,1,Category D,362,334,521,6452,98.436
2016,2016-09,1,Category E,458,450,723,1,98.436
2016,2016-09,2,Category A,2008,1993,2610,50000,98.436
2016,2016-09,2,Category B,1338,1334,2017,55501,98.436
2016,2016-09,2,Category C,177,165,237,49890,98.436
2016,2016-09,2,Category D,403,402,478,6501,98.436
2016,2016-09,2,Category E,429,429,592,55201,98.436
2016,2016-10,1,Category A,2064,1979,2938,51507,98.436
2016,2016-10,1,Category B,1350,1246,1785,53001,98.436
2016,2016-10,1,Category C,176,172,232,48702,98.436
2016,2016-10,1,Category D,387,359,498,6353,98.436
2016,2016-10,1,Category E,436,435,642,54200,98.436
2016,2016-10,2,Category A,2023,2021,2584,50991,98.436
2016,2016-10,2,Category B,1340,1329,1768,56410,98.436
2016,2016-10,2,Category C,188,187,252,45589,98.436
2016,2016-10,2,Category D,360,356,430,6354,98.436
2016,2016-10,2,Category E,429,428,678,56340,98.436
2016,2016-11,1,Category A,1929,1929,2800,52668,98.436
2016,2016-11,1,Category B,1347,1345,2012,56206,98.436
2016,2016-11,1,Category C,185,181,283,48001,98.436
2016,2016-11,1,Category D,399,396,457,6311,98.436
2016,2016-11,1,Category E,401,388,641,56000,98.436
2016,2016-11,2,Category A,1846,1846,2536,50951,98.436
2016,2016-11,2,Category B,1254,1253,1708,53001,98.436
2016,2016-11,2,Category C,182,181,286,49002,98.436
2016,2016-11,2,Category D,375,331,520,6212,98.436
2016,2016-11,2,Category E,401,397,531,54901,98.436
2016,2016-12,1,Category A,1844,1812,2335,48000,98.436
2016,2016-12,1,Category B,1245,1237,1494,46229,98.436
2016,2016-12,1,Category C,185,183,262,51209,98.436
2016,2016-12,1,Category D,374,368,436,6113,98.436
2016,2016-12,1,Category E,413,411,643,50010,98.436
2016,2016-12,2,Category A,1844,1843,2554,49751,98.436
2016,2016-12,2,Category B,1244,1242,2052,51109,98.436
2016,2016-12,2,Category C,182,176,274,49500,98.436
2016,2016-12,2,Category D,415,408,484,6101,98.436
2016,2016-12,2,Category E,404,404,668,50389,98.436
2017,2017-01,1,Category A,1877,1870,2260,50101,99.004
2017,2017-01,1,Category B,1252,1243,1835,53106,99.004
2017,2017-01,1,Category C,183,180,271,46302,99.004
2017,2017-01,1,Category D,376,374,438,6053,99.004
2017,2017-01,1,Category E,401,394,648,53001,99.004
2017,2017-01,2,Category A,1846,1766,2437,50889,99.004
2017,2017-01,2,Category B,1246,1226,1967,52807,99.004
2017,2017-01,2,Category C,186,173,254,47001,99.004
2017,2017-01,2,Category D,377,331,412,6052,99.004
2017,2017-01,2,Category E,400,381,662,52600,99.004
2017,2017-02,1,Category A,2060,2051,2691,48401,99.004
2017,2017-02,1,Category B,1366,1352,1783,48209,99.004
2017,2017-02,1,Category C,164,155,268,48901,99.004
2017,2017-02,1,Category D,348,326,534,6412,99.004
2017,2017-02,1,Category E,488,488,805,48556,99.004
2017,2017-02,2,Category A,2133,2089,2926,49430,99.004
2017,2017-02,2,Category B,1377,1377,2126,50621,99.004
2017,2017-02,2,Category C,174,171,249,49810,99.004
2017,2017-02,2,Category D,392,384,753,6801,99.004
2017,2017-02,2,Category E,500,483,800,51000,99.004
2017,2017-03,1,Category A,2061,2045,3190,50789,99.004
2017,2017-03,1,Category B,1371,1368,2298,53300,99.004
2017,2017-03,1,Category C,170,170,216,49002,99.004
2017,2017-03,1,Category D,368,359,546,7483,99.004
2017,2017-03,1,Category E,482,478,763,53001,99.004
2017,2017-03,2,Category A,2096,2096,2961,51765,99.004
2017,2017-03,2,Category B,1357,1345,2081,54000,99.004
2017,2017-03,2,Category C,164,163,251,47036,99.004
2017,2017-03,2,Category D,355,354,453,8081,99.004
2017,2017-03,2,Category E,499,499,783,54501,99.004
2017,2017-04,1,Category A,2068,2061,2486,52000,99.004
2017,2017-04,1,Category B,1360,1360,1970,54405,99.004
2017,2017-04,1,Category C,162,162,351,45906,99.004
2017,2017-04,1,Category D,355,354,482,7589,99.004
2017,2017-04,1,Category E,486,485,748,54556,99.004
2017,2017-04,2,Category A,2052,2030,2442,51600,99.004
2017,2017-04,2,Category B,1369,1365,2000,54406,99.004
2017,2017-04,2,Category C,163,162,509,26501,99.004
2017,2017-04,2,Category D,347,325,512,6712,99.004
2017,2017-04,2,Category E,482,477,712,54616,99.004
2017,2017-05,1,Category A,1905,1905,2240,51106,99.004
2017,2017-05,1,Category B,1320,1316,1996,55414,99.004
2017,2017-05,1,Category C,1084,1078,2586,26029,99.004
2017,2017-05,1,Category D,455,433,567,6301,99.004
2017,2017-05,1,Category E,529,528,755,55000,99.004
2017,2017-05,2,Category A,1920,1913,2601,46489,99.004
2017,2017-05,2,Category B,1325,1325,1725,53001,99.004
2017,2017-05,2,Category C,1085,1084,2492,30600,99.004
2017,2017-05,2,Category D,476,470,602,6101,99.004
2017,2017-05,2,Category E,532,506,731,52000,99.004
2017,2017-06,1,Category A,1898,1893,2245,45201,99.004
2017,2017-06,1,Category B,1325,1324,1582,50110,99.004
2017,2017-06,1,Category C,1091,1087,2309,38501,99.004
2017,2017-06,1,Category D,476,455,743,6101,99.004
2017,2017-06,1,Category E,528,528,878,50526,99.004
2017,2017-06,2,Category A,1906,1898,2302,42801,99.004
2017,2017-06,2,Category B,1321,1320,1651,47501,99.004
2017,2017-06,2,Category C,1086,1085,2125,36879,99.004
2017,2017-06,2,Category D,459,360,931,6001,99.004
2017,2017-06,2,Category E,553,519,925,48001,99.004
2017,2017-07,1,Category A,1904,1902,2296,42801,99.004
2017,2017-07,1,Category B,1322,1321,1910,49802,99.004
2017,2017-07,1,Category C,1088,1078,2189,40212,99.004
2017,2017-07,1,Category D,474,377,819,6001,99.004
2017,2017-07,1,Category E,528,521,872,49899,99.004
2017,2017-07,2,Category A,1907,1905,2389,44002,99.004
2017,2017-07,2,Category B,1322,1314,1784,50001,99.004
2017,2017-07,2,Category C,1085,1084,1943,42809,99.004
2017,2017-07,2,Category D,552,424,1044,5851,99.004
2017,2017-07,2,Category E,562,516,941,50101,99.004
2017,2017-08,1,Category A,1817,1812,2403,46778,99.004
2017,2017-08,1,Category B,1286,1281,1978,53711,99.004
2017,2017-08,1,Category C,454,445,742,42801,99.004
2017,2017-08,1,Category D,574,508,879,5701,99.004
2017,2017-08,1,Category E,547,545,822,52751,99.004
2017,2017-08,2,Category A,1817,1817,2148,42900,99.004
2017,2017-08,2,Category B,1293,1290,1683,51000,99.004
2017,2017-08,2,Category C,445,436,836,42004,99.004
2017,2017-08,2,Category D,605,588,1069,3512,99.004
2017,2017-08,2,Category E,586,562,781,50000,99.004
2017,2017-09,1,Category A,1820,1806,2195,36001,99.004
2017,2017-09,1,Category B,1290,1290,1704,49000,99.004
2017,2017-09,1,Category C,453,406,695,43002,99.004
2017,2017-09,1,Category D,543,535,871,5402,99.004
2017,2017-09,1,Category E,543,543,805,48005,99.004
2017,2017-09,2,Category A,1815,1815,3469,42902,99.004
2017,2017-09,2,Category B,1288,1288,1859,49189,99.004
2017,2017-09,2,Category C,453,453,706,46890,99.004
2017,2017-09,2,Category D,494,493,727,5501,99.004
2017,2017-09,2,Category E,565,563,905,49012,99.004
2017,2017-10,1,Category A,1829,1827,2808,41761,99.004
2017,2017-10,1,Category B,1285,1284,1646,48109,99.004
2017,2017-10,1,Category C,492,492,723,48902,99.004
2017,2017-10,1,Category D,485,484,721,5010,99.004
2017,2017-10,1,Category E,540,528,869,49000,99.004
2017,2017-10,2,Category A,1815,1809,2391,41617,99.004
2017,2017-10,2,Category B,1285,1277,1718,49996,99.004
2017,2017-10,2,Category C,445,443,611,51890,99.004
2017,2017-10,2,Category D,478,449,687,4903,99.004
2017,2017-10,2,Category E,542,539,809,52000,99.004
2017,2017-11,1,Category A,1683,1683,3430,47112,99.004
2017,2017-11,1,Category B,1376,1375,2515,57414,99.004
2017,2017-11,1,Category C,242,200,375,58036,99.004
2017,2017-11,1,Category D,509,502,683,5502,99.004
2017,2017-11,1,Category E,524,495,867,57000,99.004
2017,2017-11,2,Category A,1686,1679,2721,46791,99.004
2017,2017-11,2,Category B,1383,1383,2173,57390,99.004
2017,2017-11,2,Category C,244,241,356,57701,99.004
2017,2017-11,2,Category D,538,533,708,5992,99.004
2017,2017-11,2,Category E,516,498,844,57501,99.004
2017,2017-12,1,Category A,1680,1667,2158,42339,99.004
2017,2017-12,1,Category B,1375,1375,1805,53711,99.004
2017,2017-12,1,Category C,285,279,454,42000,99.004
2017,2017-12,1,Category D,516,500,791,6552,99.004
2017,2017-12,1,Category E,542,537,831,54334,99.004
2017,2017-12,2,Category A,1687,1654,1970,38200,99.004
2017,2017-12,2,Category B,1374,1367,1634,47002,99.004
2017,2017-12,2,Category C,246,232,482,45112,99.004
2017,2017-12,2,Category D,514,458,743,7501,99.004
2017,2017-12,2,Category E,531,529,1003,48011,99.004
2018,2018-01,1,Category A,1693,1693,2264,41400,99.438
2018,2018-01,1,Category B,1374,1368,1811,45289,99.438
2018,2018-01,1,Category C,249,247,458,40101,99.438
2018,2018-01,1,Category D,525,413,919,7701,99.438
2018,2018-01,1,Category E,518,518,923,47390,99.438
2018,2018-01,2,Category A,1713,1708,1938,36890,99.438
2018,2018-01,2,Category B,1381,1380,1654,42661,99.438
2018,2018-01,2,Category C,257,247,399,39000,99.438
2018,2018-01,2,Category D,565,500,786,8001,99.438
2018,2018-01,2,Category E,515,495,817,44000,99.438
2018,2018-02,1,Category A,1557,1534,2389,40000,99.438
2018,2018-02,1,Category B,1396,1396,1831,42322,99.438
2018,2018-02,1,Category C,249,249,486,38303,99.438
2018,2018-02,1,Category D,624,608,933,8451,99.438
2018,2018-02,1,Category E,566,562,790,39903,99.438
2018,2018-02,2,Category A,1562,1561,2073,36810,99.438
2018,2018-02,2,Category B,1391,1379,1744,39000,99.438
2018,2018-02,2,Category C,257,256,489,36859,99.438
2018,2018-02,2,Category D,577,568,1073,7667,99.438
2018,2018-02,2,Category E,586,581,1216,38801,99.438
2018,2018-03,1,Category A,1580,1572,2405,38830,99.438
2018,2018-03,1,Category B,1390,1390,1731,39001,99.438
2018,2018-03,1,Category C,247,202,446,36003,99.438
2018,2018-03,1,Category D,528,525,885,8009,99.438
2018,2018-03,1,Category E,571,525,967,39000,99.438
2018,2018-03,2,Category A,1559,1551,2117,38000,99.438
2018,2018-03,2,Category B,1402,1374,1639,37010,99.438
2018,2018-03,2,Category C,247,234,378,35001,99.438
2018,2018-03,2,Category D,522,517,803,7602,99.438
2018,2018-03,2,Category E,571,564,977,38000,99.438
2018,2018-04,1,Category A,1566,1564,1888,37000,99.438
2018,2018-04,1,Category B,1389,1388,1689,37605,99.438
2018,2018-04,1,Category C,292,290,500,34001,99.438
2018,2018-04,1,Category D,516,483,953,7114,99.438
2018,2018-04,1,Category E,612,604,967,38039,99.438
2018,2018-04,2,Category A,1566,1566,2027,38510,99.438
2018,2018-04,2,Category B,1417,1414,1919,37330,99.438
2018,2018-04,2,Category C,260,181,461,34202,99.438
2018,2018-04,2,Category D,518,515,727,7115,99.438
2018,2018-04,2,Category E,573,571,1027,38389,99.438
2018,2018-05,1,Category A,1435,1428,1836,38941,99.438
2018,2018-05,1,Category B,1280,1267,2155,38501,99.438
2018,2018-05,1,Category C,308,188,611,33190,99.438
2018,2018-05,1,Category D,560,515,1171,7204,99.438
2018,2018-05,1,Category E,565,562,1008,38600,99.438
2018,2018-05,2,Category A,1434,1422,1805,38001,99.438
2018,2018-05,2,Category B,1283,1247,1915,37989,99.438
2018,2018-05,2,Category C,385,382,786,29901,99.438
2018,2018-05,2,Category D,529,529,898,7115,99.438
2018,2018-05,2,Category E,558,533,836,38700,99.438
2018,2018-06,1,Category A,1441,1440,1696,36426,99.438
2018,2018-06,1,Category B,1293,1285,1727,36000,99.438
